quality,fix.acid,vol.acid,citric.acid,lresid.sugar,lchlorides,lfree.so2,ltotal.so2,density,pH,sulphates,alcohol,color
6,8.1,0.2,0.49,2.0918640617,-2.9759296463,3.9318256327,5.3230099791,0.9954,3.1,0.52,11,white
7.1,6.1,0.29,0.27,0.5306282511,-3.7297014486,2.5649493575,4.3307333403,0.9893,3.21,0.51,12.6,white
4.8,5.9,0.22,0.45,3.1179499063,-2.1202635362,4.0073331852,4.8040210447,0.99636,3.1,0.35,12.8,white
6.9,6.4,0.14,0.31,0.1823215568,-3.3813947544,3.9702919136,4.9272536852,0.99084,3.38,0.35,11.5,white
6.6,6.6,0.84,0.03,0.8329091229,-2.8302178351,3.4657359028,3.8712010109,0.9952,3.52,0.56,12.3,red
5.8,6.9,0.22,0.31,1.8405496334,-3.540459449,3.7135720667,4.8751973232,0.99326,3.08,0.49,10.8,white
5.8,6.8,0.24,0.38,2.1162555148,-3.1010927892,3.9120230054,5.2203558251,0.99578,3.15,0.5,9.5,white
6.1,6.5,0.26,0.32,2.8033603809,-3.1010927892,3.7841896339,5.1119877884,1,3.38,0.46,9.5,white
6.5,8.7,0.54,0.26,0.9162907319,-2.3330443005,1.9459101491,3.4339872045,0.9976,3.27,0.6,9.3,red
4.8,7.2,0.31,0.5,2.5877640352,-2.8824035882,4.2195077052,5.2729995586,0.9982,3.01,0.47,9.2,white
5.7,5.2,0.36,0.02,0.4700036292,-3.4737680745,3.1780538303,4.6443908991,0.9896,3.44,0.35,12.2,white
6,13.3,0.34,0.52,1.1631508098,-2.3644604967,2.8332133441,3.9702919136,1.0014,3.05,0.81,9.5,red
6.6,11.1,0.31,0.49,0.993251773,-2.3644604967,2.7725887222,3.8501476017,0.9986,3.12,1.02,10.6,red
7.1,6.9,0.28,0.31,1.974081026,-3.2188758249,3.8501476017,5.1239639794,0.9946,3.29,0.57,10.6,white
5.4,7.2,0.15,0.39,0.5877866649,-3.1465551633,3.0445224377,5.0689042022,0.9948,3.52,0.47,10,white
7.2,7.7,0.24,0.29,2.7278528284,-3.1235656451,3.6635616461,5.2678581591,0.9982,3.06,0.47,9.6,white
4.9,10.6,0.36,0.59,0.7884573604,-1.8838747581,1.7917594692,2.8903717579,0.9986,3.04,1.05,9.4,red
5.9,7.4,0.26,0.31,2.0281482473,-3.0576076773,3.9512437186,5.1761497326,0.9962,3.13,0.45,8.9,white
5.1,9.1,0.33,0.38,0.5306282511,-2.7806208939,3.9219733363,5.8406416574,0.9958,3.1,0.7,9.5,white
6.3,6.5,0.34,0.27,1.0296194172,-2.7030626596,2.0794415417,3.7841896339,0.99384,3.21,0.56,12,red
5.7,7.2,0.15,0.38,0.1823215568,-3.2701691193,2.8903717579,4.7004803658,0.9917,3.19,0.43,11.1,white
6.5,6.7,0.24,0.39,1.064710737,-1.7544636845,4.1431347264,5.0562458053,0.9937,3.1,0.34,9.4,white
6.3,7.4,0.24,0.4,1.4586150227,-3.4420193762,2.1972245773,4.5538768916,0.992,3.09,0.39,11.1,white
5.5,6.9,0.38,0.29,2.6137395216,-3.0365542681,3.9512437186,5.2417470151,0.99784,3,0.6,9.5,white
6.4,8,0.38,0.06,0.5877866649,-2.5510464523,2.4849066498,3.8918202981,0.99625,3.37,0.52,9.9,red
8.3,6.7,0.23,0.31,0.7419373447,-3.0791138825,3.4011973817,4.5643481915,0.9926,3.33,0.64,10.7,white
5.4,8.1,0.575,0.22,0.7419373447,-2.5639498571,2.4849066498,4.1743872699,0.9967,3.29,0.51,9.2,red
4.6,6.8,0.27,0.22,2.8791984573,-3.3813947544,2.7725887222,4.7535901911,0.9989,3.07,0.53,9.2,white
5.5,7.8,0.26,0.27,0.6418538862,-2.9759296463,3.9512437186,5.2729995586,0.9928,3.23,0.5,10.9,white
6.3,7.8,0.52,0.25,0.6418538862,-2.5133061243,2.6390573296,3.6375861597,0.9984,3.43,0.65,9,red
5.2,7,0.44,0.24,2.4932054526,-2.8824035882,4.2195077052,5.3471075307,0.99718,3.05,0.5,9.5,white
6.2,7.2,0.2,0.3,0.6931471806,-3.2441936329,3.7612001157,5.2364419628,0.9911,3.3,0.41,12,white
5.6,7.1,0.53,0.07,0.5306282511,-2.6450754019,2.7080502011,3.1780538303,0.9951,3.29,0.66,10.8,red
5.4,9.9,0.59,0.07,1.2237754316,-2.2827824657,3.4657359028,4.262679877,1.00015,3.31,0.71,9.8,red
4.7,8.1,0.575,0.22,0.7419373447,-2.5639498571,2.4849066498,4.1743872699,0.9967,3.29,0.51,9.2,red
6.3,8.1,0.24,0.26,2.3978952728,-3.1465551633,3.7135720667,5.3518581335,0.99676,3.11,0.49,10,white
6.4,10,0.49,0.2,2.3978952728,-2.6450754019,2.5649493575,3.9120230054,1.0015,3.16,0.69,9.2,red
5,6.2,0.29,0.29,1.7227665977,-3.0791138825,3.5553480615,5.1817835503,0.99313,3.25,0.51,10.53333333,white
5.8,6.6,0.39,0.39,2.4765384001,-2.8647040111,3.9318256327,5.3981627015,0.99851,3.26,0.51,8.9,white
5.4,5,1.04,0.24,0.4700036292,-2.9957322736,3.4657359028,4.5643481915,0.9934,3.74,0.62,11.5,red
4.5,6,0.28,0.35,0.6418538862,-3.2968373663,2.7725887222,4.7874917428,0.9933,3.16,0.69,10.6,white
5.9,7,0.21,0.28,2.1517622033,-3.1010927892,3.6109179126,5.3981627015,0.9954,3.25,0.54,10.4,white
4.7,10.6,0.28,0.39,2.7408400239,-2.6736487744,1.7917594692,3.1354942159,1.0026,3.12,0.66,9.2,red
6,5.7,0.6,0,0.3364722366,-2.7646205526,2.3978952728,2.8903717579,0.99191,3.45,0.56,12.2,red
5.9,7.2,0.39,0.63,2.3978952728,-3.1235656451,4.0073331852,5.0498560072,0.9974,3.09,0.44,8.7,white
4.6,7.3,0.25,0.26,1.974081026,-3.0365542681,3.9512437186,5.3327187933,0.99587,3.12,0.37,9.2,white
4.5,7,0.62,0.1,0.3364722366,-2.6450754019,3.295836866,4.1431347264,0.996,3.28,0.61,9.2,red
7.5,8.5,0.32,0.42,0.8329091229,-2.5902671654,2.4849066498,2.9444389792,0.99434,3.14,0.71,11.8,red
5.2,6.1,0.28,0.35,2.5494451709,-3.0365542681,4.1431347264,5.4337220036,0.9975,3.08,0.4,8.9,white
6.2,6.3,0.4,0.24,1.6292405397,-3.3242363405,3.7612001157,4.8751973232,0.99186,3.24,0.44,11.3,white
5.7,9.6,0.54,0.42,0.8754687374,-2.5133061243,3.2188758249,3.9512437186,0.997,3.2,0.71,11.4,red
5.2,8.9,0.27,0.34,2.3702437415,-3.540459449,2.9704144656,5.1119877884,0.99669,3.13,0.48,10.6,white
7.4,7.1,0.33,0.25,0.4700036292,-3.5065578973,3.2188758249,4.836281907,0.9901,3.22,0.34,12.1,white
5.8,6.8,0.65,0.02,0.7419373447,-2.5510464523,2.0794415417,2.7080502011,0.99498,3.35,0.62,10.4,red
4.7,7,0.15,0.34,0.3364722366,-3.2441936329,3.0445224377,5.1761497326,0.9927,3.32,0.62,10.8,white
8,6.2,0.37,0.24,1.8082887712,-3.4420193762,2.9444389792,4.4543472963,0.98934,3.04,0.26,13.4,white
6.1,7.3,0.24,0.34,2.7343675094,-2.9957322736,3.6375861597,5.1590552992,0.9983,3.03,0.42,9,white
5.3,6.4,0.24,0.26,2.1041341543,-2.9187712324,3.8501476017,5.2040066871,0.99538,3.12,0.5,9.5,white
6.1,6.9,0.26,0.29,1.4350845253,-3.1465551633,3.4965075615,4.7361984484,0.9902,3.16,0.31,12.5,white
5.3,6.6,0.55,0.01,0.993251773,-3.3813947544,4.0253516907,4.8040210447,0.9906,3.15,0.3,11.9,white
6.8,5.7,0.28,0.36,0.5877866649,-3.1941832123,3.6375861597,4.4998096703,0.99002,3.27,0.98,11.9,white
7,7.4,0.2,0.31,0.4700036292,-3.2701691193,3.5263605246,4.7535901911,0.9912,3.25,0.39,12,white
5.3,9.3,0.655,0.26,0.6931471806,-2.3434070875,1.6094379124,3.5553480615,0.99738,3.25,0.42,9.6,red
5.3,8.3,0.22,0.38,2.6946271808,-2.9187712324,3.4657359028,4.836281907,1.0002,3.22,0.5,9.7,white
5,6.4,0.2,0.28,0.9162907319,-3.4420193762,3.1780538303,4.4308167988,0.99168,3.31,0.55,11.5,white
6.4,6.5,0.33,0.32,0,-3.1941832123,3.6635616461,4.7874917428,0.99004,3.06,0.37,12.2,white
5.4,7.5,0.4,0.18,0.4700036292,-2.5383074265,3.1780538303,4.0604430105,0.9965,3.34,0.58,9.4,red
5.6,5.7,0.25,0.21,0.4054651081,-3.1235656451,3.0445224377,4.6821312271,0.99142,3.3,0.59,11,white
6.4,6.1,0.255,0.44,2.5095992624,-3.1010927892,3.9702919136,5.2832037287,0.9967,3.24,0.54,9.5,white
6.3,7.9,0.26,0.41,2.718000532,-3.2188758249,3.6375861597,5.3752784077,0.9976,2.96,0.6,10,white
4.8,7,0.16,0.73,0,-1.9805015938,4.0604430105,5.0106352941,0.9936,3.08,0.3,9.2,white
4.7,7,0.12,0.19,1.5892352051,-2.9004220937,3.295836866,4.8441870865,0.9953,3.29,0.41,9.4,white
5.3,6.4,0.64,0.21,0.5877866649,-2.5133061243,2.6390573296,3.4339872045,0.99689,3.59,0.66,9.8,red
4.6,7.5,0.33,0.38,2.1633230257,-2.071473372,3.8918202981,5.2933048247,0.99711,2.98,0.57,9.4,white
6.3,7.7,0.42,0.31,2.2192034841,-3.0365542681,3.0910424534,5.3981627015,0.9969,3.06,0.61,9.2,white
6.5,5.7,0.28,0.35,0.1823215568,-2.9565115604,3.6635616461,4.9487598904,0.99108,3.44,0.69,11.3,white
4.6,7.5,0.29,0.24,2.2925347571,-2.8473122684,3.2188758249,4.7449321284,0.99567,3.15,0.46,10.9,white
4.5,5.9,0.655,0,1.7227665977,-3.4112477175,2.0794415417,3.4339872045,0.9936,3.32,0.51,10.5,white
5.2,6.2,0.25,0.54,1.9459101491,-3.0791138825,4.0604430105,5.170483995,0.99454,3.19,0.7,10.4,white
5,8.3,0.85,0.14,0.9162907319,-2.3751557858,2.5649493575,3.9889840466,0.99724,3.36,0.54,10.1,red
4.8,6.9,0.4,0.17,2.5572273114,-3.4112477175,4.0775374439,5.2257466737,0.99754,3.08,0.49,9.4,white
6.3,8.1,0.24,0.33,2.3223877203,-3.0365542681,3.8286413965,4.9487598904,0.9972,3.16,0.48,10.3,white
4.5,6,0.26,0.15,0.1823215568,-2.9374633654,3.5553480615,4.8202815656,0.99347,3.08,0.46,8.8,white
5.2,6.5,0.24,0.24,0.4700036292,-3.0791138825,2.7080502011,4.0943445622,0.9928,3.19,0.39,9.8,white
5.6,6.2,0.2,0.31,0,-3.4737680745,3.0910424534,4.2904594411,0.99035,3.24,0.52,11.3,white
4.5,7.8,0.62,0.05,0.8329091229,-2.5383074265,1.7917594692,2.8903717579,0.99735,3.29,0.63,9.3,red
5.6,6.1,0.21,0.3,1.8405496334,-3.2441936329,3.8501476017,4.9126548857,0.99068,3.27,0.31,12.7,white
6.5,6.5,0.22,0.32,0.7884573604,-3.5755507688,3.5835189385,4.521788577,0.99076,3.27,0.59,11.9,white
6.3,8.8,0.39,0.35,0.5877866649,-2.3434070875,3.0910424534,4.3820266347,0.99016,2.95,0.54,12.6,white
5.8,7.3,0.24,0.43,0.6931471806,-3.8632328413,2.9957322736,4.2341065046,0.99,3.08,0.56,12.2,white
5.2,8,1.18,0.21,0.6418538862,-2.4889146712,2.6390573296,3.7135720667,0.99532,3.34,0.47,10.5,red
5.3,9.3,0.655,0.26,0.6931471806,-2.3434070875,1.6094379124,3.5553480615,0.99738,3.25,0.42,9.6,red
6.2,6.8,0.31,0.25,2.3513752572,-3.1465551633,3.4011973817,5.1059454739,0.9972,3.36,0.55,10.55,white
5.6,7.3,0.14,0.49,0.0953101798,-3.2701691193,3.3322045102,4.5951198501,0.9928,3.2,0.72,10.6,white
5.9,7.8,0.16,0.41,0.5306282511,-3.649658741,3.36729583,4.9416424226,0.991,3.02,0.78,12.5,white
2.9,7.6,0.48,0.37,0.1823215568,-3.3813947544,1.6094379124,4.0430512678,0.99256,3.05,0.54,10.4,white
7.5,6.2,0.21,0.27,0.5306282511,-3.2701691193,3.7135720667,5.0106352941,0.9933,3.49,0.71,10.5,white
7.5,6,0.32,0.3,0.6418538862,-3.4112477175,3.7135720667,4.9558270576,0.98912,3.29,0.42,12.8,white
5.5,6.1,0.27,0.32,1.8245492921,-3.0365542681,3.8501476017,5.081404365,0.99281,3.22,0.6,11,white
7.1,5.9,0.23,0.24,1.3350010667,-3.2701691193,4.1108738642,5.0238805208,0.99139,3.31,0.5,11.3,white
3.3,6.1,0.2,0.34,2.2512917986,-3.1941832123,3.6375861597,5.3033049081,0.995,3.14,0.44,10.1,white
5.4,7.1,0.66,0,1.3609765531,-2.4534079827,2.8332133441,3.8066624898,0.9976,3.46,0.54,9.5,red
6.7,5,0.455,0.18,0.6418538862,-3.3242363405,3.4965075615,4.6634390941,0.98746,3.21,0.83,14,white
6.2,6.1,0.27,0.31,1.3609765531,-3.3813947544,3.7376696183,4.9199809258,0.99218,3.24,0.46,10.9,white
4.8,6.3,0.24,0.29,0.4700036292,-2.9565115604,3.8712010109,5.2203558251,0.9934,3.21,0.5,9.4,white
4.8,10.8,0.89,0.3,0.955511445,-2.0249533564,1.9459101491,4.0943445622,0.99786,2.99,1.18,10.2,red
6.8,5.8,0.26,0.29,0,-3.1700856607,3.5553480615,4.6151205168,0.99044,3.36,0.48,11.4,white
6.2,7.6,0.27,0.52,1.1631508098,-3.1465551633,3.3322045102,5.0238805208,0.99129,3.02,0.53,11.4,white
5.4,6.4,0.24,0.28,2.4423470354,-2.9957322736,3.5263605246,5.0937502008,0.9969,3.31,0.45,9.5,white
5.3,7.9,0.3,0.6,0.6151856391,-3.0365542681,2.5649493575,4.6634390941,0.99331,3.24,0.49,11.85,white
2.8,7.1,0.875,0.05,1.7404661748,-2.5010360317,1.0986122887,2.6390573296,0.99808,3.4,0.52,10.2,red
7,5.8,0.32,0.38,1.558144618,-3.4112477175,3.1354942159,4.5432947823,0.991,3.42,0.42,11.8,white
5.6,7.2,0.63,0,0.6418538862,-2.3330443005,2.6390573296,3.6375861597,0.99675,3.37,0.58,9,red
5.2,7.2,0.34,0.34,2.533696814,-3.0365542681,1.9459101491,3.7135720667,0.9942,3.19,0.4,11.7,white
4.5,9.2,0.59,0.24,1.1939224685,-2.2926347621,2.9957322736,3.8501476017,0.9988,3.26,0.67,9.6,red
6.2,6.3,0.76,0,1.064710737,-2.63108916,3.258096538,3.9512437186,0.99379,3.51,0.6,11.5,red
5.6,8.5,0.28,0.34,2.6246685922,-3.1941832123,3.4657359028,5.081404365,0.9981,3.13,0.4,9.9,white
6.5,8.9,0.3,0.35,1.5260563035,-3.4420193762,3.4657359028,4.9972122738,0.99458,3.15,0.45,11.5,white
6,6.4,0.22,0.34,0.3364722366,-3.7722610631,4.0253516907,4.7449321284,0.98958,3.18,0.7,11.7,white
7.2,7.7,0.58,0.01,0.5877866649,-2.4304184645,2.4849066498,2.8903717579,0.99568,3.32,0.56,10.5,red
4,10.5,0.59,0.49,0.7419373447,-2.6592600369,2.6390573296,3.8501476017,0.9991,3.3,0.56,9.6,red
4.6,5,0.61,0.12,0.2623642645,-4.7105307016,4.1743872699,4.605170186,0.9874,3.26,0.37,13.5,white
5.9,9.3,0.36,0.39,0.4054651081,-2.5257286443,3.7135720667,4.0073331852,0.99652,3.47,0.73,10.9,red
5.1,7.4,0.39,0.48,0.6931471806,-2.5010360317,2.6390573296,4.2046926194,0.9972,3.34,0.55,9.2,red
6.5,6,0.13,0.28,1.7404661748,-3.2701691193,4.0253516907,5.2443890245,0.9948,3.59,0.43,10.6,white
5.7,7.5,0.17,0.44,2.4248027257,-3.0791138825,4.1743872699,4.9836066217,0.997,3.17,0.45,10,white
5.1,7.7,0.26,0.32,0.1823215568,-3.2188758249,3.258096538,4.7621739348,0.993,3.21,0.56,10.8,white
4.4,6.7,1.04,0.08,0.8329091229,-2.7030626596,2.9444389792,3.4657359028,0.99648,3.52,0.57,11,red
7.1,6.9,0.31,0.32,0.4700036292,-3.3242363405,3.5263605246,4.7361984484,0.99068,3.19,0.45,11.4,white
5.7,6,0.2,0.26,1.9169226122,-3.0159349809,3.0910424534,4.5325994932,0.9928,3.15,0.42,11,white
5.3,8.9,0.61,0.49,0.6931471806,-1.30933332,3.1354942159,4.7004803658,0.9972,3.12,1.02,9.3,red
4,7,0.24,0.18,0.2623642645,-3.0791138825,2.1972245773,4.127134385,0.994,3.38,0.47,10.1,white
5.8,7.5,0.38,0.56,2.2721258855,-2.9004220937,2.7080502011,5.1357984371,0.99605,3.13,0.65,9.9,white
7,6.8,0.17,0.35,0.5877866649,-3.2188758249,3.36729583,4.4308167988,0.98961,2.91,0.57,12,white
6,9.1,0.76,0.68,0.5306282511,-0.8818893052,2.8903717579,4.1588830834,0.99652,2.9,1.33,9.1,red
7,5.9,0.27,0.27,1.6094379124,-3.3524072175,2.6390573296,4.5747109785,0.99058,3.1,0.33,11.8,white
5.7,7,0.21,0.42,1.6677068206,-3.2968373663,3.5835189385,4.8121843554,0.99321,3.14,0.52,10.9,white
6.3,8,0.26,0.28,1.5686159179,-2.9957322736,3.5263605246,5.0106352941,0.99437,3.13,0.5,10,white
4.9,7.2,0.2,0.25,1.5040773968,-3.1235656451,3.4339872045,4.6913478822,0.9949,3.23,0.36,9.4,white
4.7,6.8,0.46,0.26,1.8405496334,-1.9173226922,3.8918202981,5.0689042022,0.99434,3.14,0.47,10,white
4.7,6.6,0.31,0.38,2.7757088496,-2.8473122684,2.7725887222,5.1059454739,0.9997,3.38,0.6,9.2,white
4.6,7.1,0.38,0.4,0.7884573604,-3.1700856607,3.9889840466,5.3033049081,0.99177,3.03,0.5,11.4,white
5,5.6,0.5,0.09,0.8329091229,-3.0159349809,2.8332133441,4.5951198501,0.9937,3.63,0.63,13,red
6,8,0.42,0.17,0.6931471806,-2.6172958378,1.7917594692,2.8903717579,0.9972,3.29,0.61,9.2,red
5,6.7,0.5,0.36,2.4423470354,-2.3434070875,2.8903717579,4.521788577,0.99642,3.11,0.49,9.6,white
4.9,7.3,0.3,0.74,2.6026896854,-3.2441936329,3.8286413965,5.1059454739,0.9982,3.02,0.4,8.7,white
4.3,6.4,0.595,0.14,1.6486586256,-2.8473122684,2.7080502011,4.5747109785,0.9951,3.38,0.36,9,white
6.7,6.2,0.28,0.22,1.9878743482,-3.1941832123,3.258096538,5.0562458053,0.9957,3.44,0.64,9.8,white
6,6.6,0.38,0.28,1.0296194172,-3.1465551633,2.8332133441,4.2046926194,0.98924,3.21,0.47,13.2,white
5.4,8.2,0.38,0.49,2.6100697927,-3.1700856607,4.0604430105,5.1119877884,0.99855,3.1,0.54,9.4,white
5,6.2,0.6,0.08,0.6931471806,-2.4079456087,3.4657359028,3.7841896339,0.9949,3.45,0.58,10.5,red
5.7,6.8,0.15,0.3,1.6677068206,-2.9957322736,3.6888794541,4.8441870865,0.9942,3.4,0.39,9.7,white
6.2,6.7,0.16,0.32,2.5257286443,-3.3524072175,2.8903717579,5.0498560072,0.99666,2.88,0.36,9,white
5.1,6.4,0.26,0.21,2.1041341543,-2.9957322736,3.9318256327,5.2040066871,0.99542,3.23,0.48,9.5,white
6.3,8.1,0.17,0.21,0.4700036292,-3.3242363405,3.1780538303,4.7791234931,0.99396,3.18,0.52,10.1,white
5.4,6.8,0.28,0.39,0.3364722366,-3.3242363405,2.7080502011,4.7449321284,0.9918,3.27,0.72,11.7,white
4.6,6.4,0.39,0.21,0.1823215568,-3.1941832123,3.5553480615,4.9126548857,0.99225,3.15,0.46,10.2,white
7,7.6,0.52,0.49,2.6390573296,-3.3813947544,3.6109179126,5.0498560072,0.9958,3.14,0.38,11.8,white
4.8,6.9,0.18,0.33,0,-2.9187712324,3.1780538303,5.0998664278,0.9926,3.42,0.51,10.5,white
5.6,6.4,0.17,0.32,0.8754687374,-3.0365542681,3.7135720667,5.2983173665,0.9938,3.5,0.5,9.7,white
6.5,9.7,0.24,0.49,1.5892352051,-3.4420193762,1.0986122887,2.8903717579,0.99368,2.85,0.54,10,white
6.9,6.4,0.25,0.28,1.5892352051,-3.5065578973,3.36729583,4.5849674787,0.99024,3.09,0.58,12.8,white
6.8,6,0.26,0.29,1.1314021115,-3.1941832123,3.6109179126,4.9698132996,0.98944,3.22,0.39,12.8,white
6,7.4,0.4,0.41,2.6461747974,-2.9374633654,3.6109179126,5.2678581591,0.99886,3.2,0.63,9.4,white
6.3,6.1,0.32,0.33,2.3702437415,-3.3242363405,3.295836866,4.5849674787,0.99521,3.34,0.52,10.2,white
5,7.2,0.24,0.19,2.0412203289,-3.1010927892,3.9702919136,5.170483995,0.9958,3.17,0.38,9.5,white
5.7,6.6,0.17,0.26,2.0014800002,-2.9565115604,3.8066624898,4.8520302639,0.99388,3.16,0.37,10,white
6.2,7.3,0.18,0.65,0.3364722366,-3.0791138825,3.3322045102,5.0562458053,0.9946,3.33,0.62,9.4,white
6.2,6.3,0.2,0.4,0.4054651081,-3.2968373663,3.5553480615,4.6728288345,0.9917,3.46,0.5,11.4,white
4.9,5.8,0.15,0.28,-0.2231435513,-3.2968373663,3.7612001157,4.8441870865,0.99198,3.24,0.51,9.3,white
4.7,6.3,0.21,0.29,2.4595888418,-3.0365542681,3.8918202981,4.9904325868,0.99482,3.22,0.38,10.8,white
6.1,7.1,0.13,0.38,0.5877866649,-3.0791138825,2.6390573296,4.7361984484,0.9925,3.32,0.9,11.7,white
6.4,10.2,0.36,0.64,1.064710737,-2.1037342342,2.302585093,3.7135720667,0.998,3.23,0.66,12.5,red
4.8,6.3,0.18,0.22,0.4054651081,-3.1465551633,3.8066624898,5.0434251169,0.99238,3.19,0.48,10.2,white
4.9,9.7,0.69,0.32,0.9162907319,-2.4304184645,3.0910424534,4.5108595065,0.9979,3.29,0.62,10.1,red
5.8,6.2,0.21,0.38,1.9169226122,-3.3242363405,4.1588830834,5.5012582105,0.9951,3.06,0.36,9.3,white
5.3,5.8,0.19,0.24,0.2623642645,-3.1235656451,3.6375861597,4.8520302639,0.99362,3.77,0.6,10.6,white
4.7,7.6,0.27,0.32,0.1823215568,-3.1465551633,3.1354942159,4.276666119,0.99236,3.06,0.68,10.5,white
5.8,7.7,0.39,0.3,1.6486586256,-3.2968373663,3.36729583,4.8751973232,0.9943,3.38,0.44,11,white
5.8,6.1,0.68,0.52,0.3364722366,-3.2968373663,3.4657359028,4.8121843554,0.99022,3.24,0.45,12,white
4.6,7.8,0.24,0.38,0.7419373447,-2.8473122684,2.6390573296,5.1179938124,0.994,3.21,0.55,9.9,white
6.3,6,0.25,0.4,1.7404661748,-2.9565115604,4.0253516907,5.0238805208,0.99398,3.16,0.88,10.5,white
5.6,7.6,0.19,0.38,2.3608540011,-2.8134107168,3.8712010109,5.1590552992,0.9962,3.13,0.38,10.5,white
6.9,6.3,0.41,0.22,1.9878743482,-3.3524072175,3.1354942159,4.7621739348,0.99172,3.2,0.39,11.94,white
4.8,5,0.24,0.19,1.6094379124,-3.1465551633,2.8332133441,4.6151205168,0.99438,3.67,0.57,10,white
5.4,6,0.21,0.24,2.4932054526,-2.9957322736,4.0073331852,5.0998664278,0.997,3.34,0.39,9.4,white
6.3,7.2,0.28,0.3,2.3702437415,-3.1235656451,4.1108738642,5.4026773819,0.9972,3.14,0.5,9.1,white
6.1,7.3,0.28,0.36,2.5416019935,-3.2188758249,3.6375861597,4.9416424226,0.998,3.3,0.79,9.6,white
5.7,7.9,0.18,0.36,1.7749523509,-2.8473122684,3.4339872045,4.8828019226,0.995,3.25,0.52,10.9,white
4.9,7.9,0.21,0.39,0.6931471806,-2.8647040111,3.0445224377,4.9272536852,0.99176,3.05,0.52,10.9,white
7,7.6,0.21,0.6,0.7419373447,-3.0791138825,3.8501476017,5.1059454739,0.9936,3.05,0.54,10.1,white
5.8,5.8,0.29,0.38,2.3702437415,-3.2701691193,3.8918202981,4.9126548857,0.99366,3.11,0.59,11.2,white
7.7,6.4,0.32,0.25,1.6094379124,-2.9004220937,3.3322045102,4.9272536852,0.99171,3.27,0.5,12.4,white
6,8.3,0.6,0.13,0.955511445,-2.4651040225,1.7917594692,3.1780538303,0.9984,3.31,0.59,9.2,red
4.1,8.8,0.35,0.49,0,-3.3242363405,2.6390573296,4.0253516907,0.992,2.96,0.33,10.5,white
4.7,6,0.36,0.32,0.0953101798,-2.9374633654,3.258096538,5.1532915945,0.99414,3.38,0.54,8.8,white
5.4,7.3,0.38,0.21,0.6931471806,-2.5257286443,1.9459101491,3.5553480615,0.9961,3.33,0.47,9.5,red
4.8,12.5,0.46,0.63,0.6931471806,-2.6450754019,1.7917594692,2.7080502011,0.9988,2.99,0.87,10.2,red
5.5,6.3,0.26,0.42,1.960094784,-3.1010927892,4.127134385,5.342334252,0.99544,3.2,0.53,9.5,white
5.4,6.6,0.22,0.53,2.7146947438,-2.9565115604,3.0910424534,4.9126548857,0.9986,2.94,0.35,9.4,white
4.5,7.6,0.36,0.49,2.4248027257,-3.0791138825,4.4659081187,5.3981627015,0.9984,3.01,0.43,9.2,white
5.1,7.2,0.24,0.27,2.4336133554,-3.3813947544,3.6888794541,5.1590552992,0.99773,3.2,0.44,9,white
6.1,6.8,0.23,0.42,2.0014800002,-3.1235656451,4.0253516907,5.2417470151,0.9958,3.22,0.48,9.3,white
7.5,6,0.28,0.27,2.7408400239,-3.3242363405,3.4339872045,4.8978398,0.99408,3.19,0.44,13,white
4.8,6.8,0.28,0.37,1.9459101491,-2.8647040111,3.5553480615,5.3375380797,0.9973,3.57,0.55,10.2,white
7.4,6.1,0.3,0.56,1.0296194172,-3.1235656451,3.8501476017,5.1873858058,0.9924,3.3,0.57,10.9,white
4.6,10.6,1.025,0.43,1.0296194172,-2.5257286443,3.0445224377,4.4308167988,0.9985,3.06,0.57,10.1,red
7.1,6.3,0.37,0.28,1.8405496334,-3.3813947544,3.8066624898,5.0238805208,0.9921,3.29,0.46,11.6,white
6,7.5,0.18,0.37,1.8245492921,-2.9957322736,3.0445224377,4.9272536852,0.99546,3.2,0.55,10.5,white
4.9,7.1,0.26,0.3,0.6931471806,-3.4737680745,2.5649493575,4.8520302639,0.9917,3.19,0.49,11.4,white
4.9,6.2,0.36,0.14,2.1860512767,-3.3242363405,3.6375861597,5.0434251169,0.99622,3.27,0.5,9.4,white
5.8,6,0.37,0.32,0,-2.9374633654,3.4339872045,5.3867860145,0.9924,3.29,0.72,9.8,white
7.3,6.9,0.38,0.32,2.1400661635,-3.1235656451,3.5835189385,5.0238805208,0.9932,3.38,0.35,12,white
5.6,7.7,0.3,0.32,0.4700036292,-3.2968373663,3.1354942159,4.8202815656,0.9919,2.93,0.33,11,white
5.2,8.3,0.14,0.36,2.1747517215,-3.649658741,2.5649493575,4.0943445622,0.9956,3.13,0.35,11.05,white
7.2,6.3,0.13,0.42,0.0953101798,-3.1465551633,4.1431347264,4.9836066217,0.99066,3.13,0.72,11.2,white
5.9,7,0.21,0.34,2.1400661635,-3.4112477175,3.4339872045,5.5333894887,0.9953,3.22,0.56,10.5,white
5,7.2,0.41,0.3,0.7419373447,-2.4889146712,3.5553480615,4.276666119,0.997,3.44,0.52,9.4,red
4.7,6,0.5,0,0.3364722366,-2.8647040111,2.7080502011,3.258096538,0.99448,3.36,0.45,9.5,red
5.6,6.8,0.26,0.26,0.6931471806,-3.9633162998,3.1570004212,4.276666119,0.99041,3.16,0.47,11.8,white
5.7,8,0.42,0.17,0.6931471806,-2.6172958378,1.7917594692,2.8903717579,0.9972,3.29,0.61,9.2,red
5.6,8.3,0.26,0.42,0.6931471806,-2.5257286443,2.3978952728,3.295836866,0.9974,3.21,0.8,9.4,red
